context,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助#新乡暴雨求助# 消息已经核实

帮忙转发一下，谢谢。

由于周边村出现灾区，群众已经转移，很多孩子及成人没有衣服穿，现在还都是湿衣服在穿，新乡微帮呼吁大家有不穿的衣服可以捐赠过来！现在城市里的生活基本还能持续，为了保城市舍弃了农村，他们转移连一件干衣服都没有带走，他们真的太伟大了，他们为了我们连家都舍弃了，而我们能为他们做的只是给他们送一些干衣服而已，真的泪目了。

大家有不穿的衣服，老人小孩、男士女士的都需要，大家可以送到服务站。让我们也为他们尽一点微薄之力
捐赠地址：胜利路与步行街口新乡微帮公益服务站
温馨提示:外地的就不要邮寄了，因为我们要的比较急
工作时间:8:30到12:00
下午3:00到7:00
联系电话：17651903033 羊小来 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#新乡暴雨已致128万余人受灾#
大家顶一顶吧 新乡现在真的很严重 现在别说大雨了 就是小雨都能让水位上涨很多
前天晚上到昨天中午 下的不大 但是我们宿舍楼门口水位就从膝盖到大腿根了 昨天下午到今天早上已经是晴天了 知了的声音就在耳边 但是水位基本一点变化也没有
我们在学校里没网没电没热水 也不知道周围的情况 看朋友圈周边的县受灾更严重有的积水都到两米多了 这个情况看水已经没地方排了
大家关注关注吧！！！ ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助🙏#河南暴雨救援# 🙏
希望可以快点救援！！！
区域：新乡
具体地址：辉县市 三位营村
求助人信息：四个人，一位行动不方便，一位不会说话，一位14岁的孩子一位60多岁的男士，三位营南边，屋里边已经进水了，门口水位已经到脖子。紧急！！！
求助人电话：15090395656 18238773756 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#河南暴雨# 【紧急寻人！郑州26岁女孩已失踪3天】（7:46分电话已核实）
失联者:王露，26岁，身高150，体重90斤，身材娇小
失踪地点:不详(当时她自己迷路了)
失踪时间:720晚21:20分左右联系不上了
失联经过:7/20下午约六点多从郑东升龙出发步行回家，(可能会)途径心怡路，东风南路，正光路，最终目的地【庙张北区】，小区内断网断电，
7/20晚约九点，和朋友微信联系后，至现在一直联系不上，现在处于失联状态
亲属联系方式:
王露本人手机号17724823098手机关机18239274098(妈妈)
17796769671(公司主管)
在保障自身安全的情况下，如果可以请帮忙寻找和转发❤️谢谢大家
联系人：许泽宇18137216617
恳请全网帮助！！！转发扩散！！！
#河南加油# #河南暴雨救援# ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助#新乡暴雨求助# 消息已经核实

帮忙转发一下，谢谢。

由于周边村出现灾区，群众已经转移，很多孩子及成人没有衣服穿，现在还都是湿衣服在穿，新乡微帮呼吁大家有不穿的衣服可以捐赠过来！现在城市里的生活基本还能持续，为了保城市舍弃了农村，他们转移连一件干衣服都没有带走，他们真的太伟大了，他们为了我们连家都舍弃了，而我们能为他们做的只是给他们送一些干衣服而已，真的泪目了。

大家有不穿的衣服，老人小孩、男士女士的都需要，大家可以送到服务站。让我们也为他们尽一点微薄之力
捐赠地址：胜利路与步行街口新乡微帮公益服务站
温馨提示:外地的就不要邮寄了，因为我们要的比较急
工作时间:8:30到12:00
下午3:00到7:00
联系电话：17651903033 羊小来 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨救援#【求助！#新乡一养老院遭河水倒灌#：126名老人需要米面油等物资】#河南加油# 澎湃新闻23日晚6时50分收到来自新乡市卫滨区平原镇爱心风乐园养老院的求助称，该养老院被河水倒灌，水位已经和床板一样高了，整个养老院的一楼都已经断电。院里总共有126名老人，年龄都在80岁以上，其中有50多名老人处在长期坐轮椅的状态，需要米面油等物资帮助。王女士联系电话为：15903099244。（澎湃新闻） ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 【救援队】急需【救生圈】❗ ❗❗❗ 已有人员牺牲！！！需要尽快得到物资支持！ 联系电话：【18336377804】,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#新乡暴雨##新乡# 【帮转发】【已核实】我叫裴亮 是一名退役军人 我们组织的退役军人救援队现在已经到达新乡市牧野区 在受灾最严重的小朱庄 现在的情况是小朱庄被困约七百名群众 停水停电三天了 内部水深约2.5米 很多群众在这种情况下已经饿了三天肚子 手机也基本没电 内部道路非常复杂 我们现在急需机动艇❗ 冲锋舟 ❗可以涉水的装备 ❗如果您能为我们的救援提供一点力量 请联系我：18838138015 裴亮（24日凌晨四点天微亮 我们就要再次出发 请您帮我转发 7月23日23:20） ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助🙏#河南暴雨救援# 🙏
希望可以快点救援！！！
区域：新乡
具体地址：辉县市 三位营村
求助人信息：四个人，一位行动不方便，一位不会说话，一位14岁的孩子一位60多岁的男士，三位营南边，屋里边已经进水了，门口水位已经到脖子。紧急！！！
求助人电话：15090395656 18238773756 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#鹤壁暴雨互助##鹤壁好网民# 淇县防汛救灾物资接受社会捐赠公告

社会各界爱心人士：

入汛以来，我县各地遭受了不同程度的洪涝灾害，防汛形势十分严峻。城区大面积积水、全县所有乡镇均受灾，其中15个村受灾严重，涉及群众近10万余人。全县广大党员干部群众和解放军指战员、武警官兵、消防队员、社会救援力量众志成城，正在全力抗洪抢险救灾，已安全转移安置群众34902人。为了确保广大群众生命财产安全，把受灾损失降到最低，现急需征集防汛抢险物资及装备，期盼社会各界爱心人士伸出援助之手，助力我们夺取这场抗洪救灾斗争的胜利。为便于更多的爱心人士支援防汛救灾工作，特发出接受社会捐赠公告。

接受社会捐赠的物资将做到专款专物专用，由淇县防汛抗旱指挥部统一调配使用（定向捐赠的除外），并及时公开捐赠接收和使用情况，自觉接受捐赠人和社会公众的监督。爱心捐赠方式如下：

一、资金受赠通道

捐赠户名：淇县财政局

捐赠账号：100193202890010001

捐赠开户行：中国邮储银行淇县城北支行（需备注：捐款人姓名或捐款单位）

联系人：李 平

联系电话：13939293866

二、急需物资受赠通道

⒈大功率抽水机

⒉发电机

⒊可拆解防洪墙

⒋土工布

⒌防渗水布

⒍混凝土防洪块

⒎装石块铅丝笼

⒏三棱体防洪水泥块

⒐橡皮舟/艇

⒑速干衣

⒒应急照明灯

⒓手提式/头戴式手电筒

13.动迁群众生活物资

三、物资接收地点：

淇县防汛抗旱指挥部（淇县应急管理局）

联系人：郑贵喜

联系电话：13939293169

联系人：孙树军

联系电话：13939201559

联系人：张 茜

联系电话：13939230130

地址：淇县城关镇人民路20号

衷心感谢您的善行义举！我们相信，在淇县县委、县政府的坚强领导下，全县人民坚定信心、同舟共济，社会各界竭尽所能、鼎力支持，一定能打赢这场防汛抢险救灾战役！

淇县防汛抗旱指挥部办公室

2021年7月22日 2鹤壁 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助#新乡暴雨求助# 消息已经核实

帮忙转发一下，谢谢。

由于周边村出现灾区，群众已经转移，很多孩子及成人没有衣服穿，现在还都是湿衣服在穿，新乡微帮呼吁大家有不穿的衣服可以捐赠过来！现在城市里的生活基本还能持续，为了保城市舍弃了农村，他们转移连一件干衣服都没有带走，他们真的太伟大了，他们为了我们连家都舍弃了，而我们能为他们做的只是给他们送一些干衣服而已，真的泪目了。

大家有不穿的衣服，老人小孩、男士女士的都需要，大家可以送到服务站。让我们也为他们尽一点微薄之力
捐赠地址：胜利路与步行街口新乡微帮公益服务站
温馨提示:外地的就不要邮寄了，因为我们要的比较急
工作时间:8:30到12:00
下午3:00到7:00
联系电话：17651903033 羊小来 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#鹤壁暴雨互助##鹤壁好网民# 淇县防汛救灾物资接受社会捐赠公告

社会各界爱心人士：

入汛以来，我县各地遭受了不同程度的洪涝灾害，防汛形势十分严峻。城区大面积积水、全县所有乡镇均受灾，其中15个村受灾严重，涉及群众近10万余人。全县广大党员干部群众和解放军指战员、武警官兵、消防队员、社会救援力量众志成城，正在全力抗洪抢险救灾，已安全转移安置群众34902人。为了确保广大群众生命财产安全，把受灾损失降到最低，现急需征集防汛抢险物资及装备，期盼社会各界爱心人士伸出援助之手，助力我们夺取这场抗洪救灾斗争的胜利。为便于更多的爱心人士支援防汛救灾工作，特发出接受社会捐赠公告。

接受社会捐赠的物资将做到专款专物专用，由淇县防汛抗旱指挥部统一调配使用（定向捐赠的除外），并及时公开捐赠接收和使用情况，自觉接受捐赠人和社会公众的监督。爱心捐赠方式如下：

一、资金受赠通道

捐赠户名：淇县财政局

捐赠账号：100193202890010001

捐赠开户行：中国邮储银行淇县城北支行（需备注：捐款人姓名或捐款单位）

联系人：李 平

联系电话：13939293866

二、急需物资受赠通道

⒈大功率抽水机

⒉发电机

⒊可拆解防洪墙

⒋土工布

⒌防渗水布

⒍混凝土防洪块

⒎装石块铅丝笼

⒏三棱体防洪水泥块

⒐橡皮舟/艇

⒑速干衣

⒒应急照明灯

⒓手提式/头戴式手电筒

13.动迁群众生活物资

三、物资接收地点：

淇县防汛抗旱指挥部（淇县应急管理局）

联系人：郑贵喜

联系电话：13939293169

联系人：孙树军

联系电话：13939201559

联系人：张 茜

联系电话：13939230130

地址：淇县城关镇人民路20号

衷心感谢您的善行义举！我们相信，在淇县县委、县政府的坚强领导下，全县人民坚定信心、同舟共济，社会各界竭尽所能、鼎力支持，一定能打赢这场防汛抢险救灾战役！

淇县防汛抗旱指挥部办公室

2021年7月22日 2鹤壁 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助#崔志韩# 本人已核实
有女孩子和她母亲一起失联了，希望可以快点联系上，姥姥很着急！
区域：新乡
具体地址：河南省新乡市凤泉区化纤厂一区七号楼二单元六楼西户
求助人信息：化纤厂一区有小孩需要救援，请帮忙，几天没水没电没气了，也联系不上。
赵行知，女孩，妈妈牛婉，联系人是孩子的姥姥，跟他们联系不上。
求助人（姥姥）电话：15993091639
妈妈的电话是15003733995、17630703887 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
【紧急护送！#消防员紧急护送93岁休克老人就医# 】7月23日，河南新乡牧野区寺庄顶多名群众被困。消防员迅速救援，并将其中一名93岁休克老人及2名发烧儿童紧急送医救治。#新乡暴雨已致128万余人受灾##获救小女孩给了消防员一个吻##河南暴雨消防急救援# L中国消防的微博视频,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#罕见特大暴雨袭击郑州# 【I级防汛响应！历史最强降雨！直击暴雨下的郑州】7月20日，郑州降特大暴雨，多条河流水位上升较快、多座水库超汛限，小时降雨量达到201.9毫米。16时起，郑州市防汛抗旱指挥部将防汛Ⅱ级应急响应提升至I级。#河南暴雨#

辽宁省沈阳市 铁西区贵和小学在2020年12月19号高级职称评定中，沈阳市文件要求公开公平公正！ 我要求公开参评老师的所有参评材料却遭到张校长的拒绝。拒绝的理由是：1.孙老师不同意公开。2.只公布分数，说是半公开。在我向上级投诉一周之后才让公开。参评的孙老师有一证书是辽宁省政府办公厅发的证书，到现在为止没有任何证明孙老师的这个证书是真实的！！！张校长却认为是真实的！！！张书记在评审的过程中，评审程序不公开，暗箱操作。孙老师就评上了高级。
我投诉6个多月了，没有人管。
O政策法规不容践踏 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#新乡暴雨##新乡##河南暴雨救援#
大家送物资的注意了❗
新乡西下不了，只能从新乡东下，运物资的人注意一下，别走错❗️
京港澳东出口-和平路汽车可以通行。我刚走过
1、往凤泉区：京港澳高速到新乡下站——金穗大道——上G107国道——向北山彪三岔口左转走宝山路——到电厂西边铁路口向西一点有一个何屯村，向南到何屯村地下道（可以通行越野车、SUV、工程车无法通行）——凤泉区区府路。
2、往牧野区（新辉路周村）：京港澳高速到新乡下站——金穗大道——和平路向北（妇产院门前积水略深，过膝盖）——平原路——胜利路——中同街地下道——西华大道（水深到膝盖，建议越野车或货车通过）——环宇立交桥——向北（水深1米以上，建议冲锋舟前往周边村庄救援。）
3、从菏宝高速新乡西下站的救援物资车辆（货车可通行），走宝山路可以转G107——到金穗大道马村立交|京港澳高速下站物资车辆——往新乡市区应急管理局方向——金穗大道向西——到和平路向北（妇产院门前积水略深，过膝盖）——到平原路向东——到管道局门口（积水变深）——可以把车停到路边，人步行向东100米到应急管理局联系铲车运送救灾物资。
4、往卫辉方向救援——老G107与北环交叉口向西——新濮路S101——走到后河——转新G107向北——走到史村路口（注意看路标牌，此处有交警和工作人员值守）——下路往西有一个三岔路口——向北到顿坊店乡阎屯村，防汛指挥部所在。

另：暖心提醒：恶劣天气下，新乡交警对违反限号规定的车辆暂不予抓拍处罚。

【高速方面】

大广高速：除危化品车辆外，其他车辆可以通行。

菏宝高速：除危化品车辆外其他车辆可以通行。其中，新乡东站因有积水不能上下站。

京港澳高速新乡站：市区口向南方向除危化品车辆外其他车辆可以通行，小店口向北方向除危化品、货车，其他车辆可以通行，小店口禁止下站。卫辉站除危化品车辆外，其他车辆可以通行。 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
【急需狗粮！#郑州500多流浪猫狗被困半山腰#，饲养员扛粮走山路投喂】郑州一流浪动物基地受暴雨影响，圈舍被冲坏。基地负责人柳先生称，500多只流浪猫狗被困半山腰，做饭的棚子被冲烂，道路被冲毁，担心毛孩子挨饿，他们扛粮走泥路3公里才能到，基地急缺可以直接食用的猫狗粮。@一手Video L一手Video的微博视频 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"【#昨夜今晨# 大家都在看啥议啥】
1、#新乡暴雨已致128万余人受灾#
据河南省新乡市防汛抗旱指挥部消息，从7月17日8时到23日7时，新乡市平均降雨量830毫米，最大降雨量965.5毫米。据不完全统计，新乡市辉县市、卫辉市、长垣市、获嘉县、原阳县、封丘县、延津县、新乡县、卫滨区、红旗区107个乡镇受灾，截至23日15时，受灾人口1288075人，其中紧急避险人口26105人，紧急转移安置人口114011人。

2、#郑州一男子隧道涨水前吼出车主#
郑州京广隧道淹没前，男子挨个拍门大喊撤离的视频热传。""吆喝哥""侯文超说，当时很多车堵着，水涨得很快，他经历过暴雨灾害，就大喊撤离；有人不愿弃车，他挨个拍门劝说，拍了20多个车门，几十辆车里的人都及时撤离。L一手Video的微博视频 via.@一手Video

3、#中国射击队两名新秀冲击奥运首金#
和往届一样，女子10米气步枪仍然是奥运会的首金项目。经过层层选拔，中国射击队两名新秀杨倩和王璐瑶脱颖而出，力争在首金争夺中为中国队取得开门红。

4、#郑州暴雨冲出汉代古墓#
7月22日，受暴雨影响，郑州新郑古城村西河中桥一道路坍塌，村民发现路旁的泥土中出现了带花纹的墓以及一些陶器等。刚刚，记者联系到新郑市文物局，工作人员表示，接到群众反映后，他们已经去现场勘测处理过，确认为汉代古墓。

5、#上海轨交演练应对台风天地铁站进水#
受台风“烟花”影响，预计上海7月24日-26日雨量可达暴雨，局地大暴雨。为确保地铁公交区域安全，23日，上海轨交警方与申通集团举行协同演练，一旦出现降雨、内涝等造成车站进水，严重影响客运服务的，将及时启动大客流响应机制，配套落实封站、越站措施，确保安全运营。此外，上海轨交警方也将加强对轨道线路、站点的安全检查。

6、#浙江外卖平台或将缩小配送范围#
台风即将来袭，记者从美团、饿了么等外卖平台了解到，平台已经面向骑手推送安全通知，恶劣天气情况下，将缩小配送范围、延长配送时间或停止配送服务此外，因恶劣天气导致的异常配送单，平台会根据情况免于处罚。

7、#山东新闻##为啥山东什么都能支援#
最近几天，山东又悄悄地火了。有网友发现，在驰援河南的过程中，不仅有官方、民众救援力量的身影，竟还有山东的编织袋、皮划艇直供…网友不禁感叹：“山东真是个神奇的省份！一方有难我方必支援。”而且“山东咋啥都能生产！” ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#新乡#新乡日报社记者已核实:
经证实：107漫堤了，已经用面粉，饲料堵。需要沙袋，专业救援人员。
地址：107新原立交桥，往北方向联系电话：王永周13523220698
赵立印13523255551
张庆海13569859035
焦小民
13781985491
王永兴13462261439
张艳新
13069353881 2新乡 L新乡早知道的微博视频 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助转发:所有非专业人员热心人士
都不要再来新乡了 大坝决堤
市区部分道路淹
并且新乡所有物资齐全有物资

有力量都去彩虹桥集合！
⚠️⚠️⚠️水位决堤，2.4m高！！！
彩虹桥与牧野路北。 决堤 速来人。
彩虹桥与牧野路北。 决堤 速来人。
彩虹桥与牧野路北。 决堤 速来人。
！！！！！！ ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#新乡暴雨已致128万余人受灾#【河南新乡：暴雨致128万余人受灾】据河南省新乡市防汛抗旱指挥部消息，从7月17日8时到23日7时，新乡市平均降雨量830毫米，最大降雨量965.5毫米。据不完全统计，新乡市辉县市、卫辉市、长垣市、获嘉县、原阳县、封丘县、延津县、新乡县、卫滨区、红旗区107个乡镇受灾，截至23日15时，受灾人口1288075人，其中紧急避险人口26105人，紧急转移安置人口114011人。（新华社）O河南新乡：暴雨致128万余人受灾 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#新乡#新乡日报社记者已核实:
经证实：107漫堤了，已经用面粉，饲料堵。需要沙袋，专业救援人员。
地址：107新原立交桥，往北方向联系电话：王永周13523220698
赵立印13523255551
张庆海13569859035
焦小民
13781985491
王永兴13462261439
张艳新
13069353881 2新乡 L新乡早知道的微博视频 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#新乡暴雨已致128万余人受灾#求助快艇和橡皮艇：家人安置休息有120名退伍军人救援队，蓝天救援队，邓州救援队，江苏救援队，湖北救援队，现在急需快艇和皮划艇，请联系18695914949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【雨浸新乡】#新乡暴雨# #新乡暴雨已致128万余人受灾# 2021年7月21日，河南新乡普降暴雨，城外多条通往城区的主干道出现积水，部分路段积水深度超过80公分，有下水管道还出现往外冒水的状况，大量私家汽车遭到雨水浸泡，城市公共交通瘫痪。暴雨过后，城区内普遍处于停电停水状态，有市民通过改装自由工程车辆，向被洪水围困的亲戚住所运送蔬菜。与此同时，水位暴涨，工程车辆也成为转移城区人口的唯一重要工具。 L南方周末的微博视频 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#予她同行联合多品牌郑州全城免费发放卫生巾# #河南暴雨 如果你处在经期#⚠️拜托大家帮忙多多转发⚠️
转发给郑州、新郑市、安阳市当地需要『月经期』物资的女性及需要『孕期』护理物资的妇女⚠️
为了助力灾区女性健康地度过这段时光，我们予她同行团队联合多品牌及商超，在郑州当地免费为大家发放卫生巾、卫生湿巾、一次性内裤、纸尿裤、产妇护垫、产妇卫生巾等

⚠️欢迎大家根据海报信息，就近凭海报按需领取，如当地志愿者团队有需求，欢迎凭相关身份证明前来领取⚠️
⚠️请大家领取前提前打电话沟通⚠️
（萌驼慧选地址将在后续补充）

河南暴雨，诸多仓库、商超、药店被淹，很难正常营业。多地库存遭浸泡，目前损失太大且进货渠道困难，需要时间进行恢复。请关注海报上的可领取时间，按照规定时间进行领取。

希望@予她同行_Standbyher 及@洁婷品牌微博 @凸凸棉 @gb好孩子 @萌驼慧选 @大润发 @护理佳foliage 的爱心能够助力灾区妇女共度难关，大家都爱你们关心你们，加油，一切都会好起来的❤️
也希望未来，卫生巾及其他生理卫生用品能够纳入紧急时刻的必备物资清单❤️
#予她同行#  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"【7.25 12:28更新：新乡泄洪完成，上游已关闸，最大洪峰已通过市区。感谢大家！】

【7.24 16:00更新：牧野前线物资、人力均已饱和，请个人志愿者勿继续前往。】

7.24 05:00原文：可迅速赶往新乡（牧野、辉县、卫辉）的朋友，私信我进新乡线下志愿者群。目前前线急需支援。

优先有大车或救生船资源的本地男性，请备注自己所在地区私信入群。如果非本地男性，*仅需*退役军人，会水性体力好，需自带装备。 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨救援# 🆘被困求救🆘 ‼️牧野区王村镇寺顶庄村信用社北胡同（‭‮排这‬‬房子）从‭‮边西‬‬数第六个房子（门牌号1040）🆘 ‼️有老人被困‼️,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 新乡市凤泉区大块镇‼️原庄村188号❗️两位老人，一堆父母还有一位小孩,,,,,,,,,,,,,,,,,,,,,,,,,,,,
时间紧张！卫辉市振中路水晶城南区，病人需要12点30赶到医院做透析,,,,,,,,,,,,,,,,,,,,,,,,,,,,
截至目前11:33分新乡市牧野区王村镇马坊村，周村全村进水，住户全部被淹！【全村需要救援】没水没电没信号！原博是被困人的朋友#新乡#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【郑州寻人】【已失联3天】失踪人王璐体型娇小，穿着黑色针织衫和牛仔裤。请郑州当地尤其是微博里几个关键地址附近的网友们留心一下。原博是失踪者的同事。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#新乡出现漫堤险情##河南暴雨救援# 【已核实｜7.23 10:51】救援&缺少物资🏠地址：新乡市凤泉区绿茵河畔东区🆘被困人数：800人左右☎️联系方式：15670555069
【已跟进｜7.23 21:30】🆘仍未得到救援
❗️❗️❗️水马上到三楼，被困三天三夜，已经断水断电断食物两天了，急需救援。麻烦附近的救援队，或者能提供物资的看到联系他们，或者私信联系我。也麻烦能联系到新乡救援队的朋友们私信我。感谢🙏🙏🙏🙏 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"【已审核❗ 】
【求救编号】224
【求助人联系电话】梅林 13783609420 谢田甜 18838961669 15837167595
【受困人员信息】我现在正在确认具体楼层位置信息 舅妈和表妹一起
【受困人数】2人
【需求】目前一直无法联系 确认人员安全情况，恢复通信
【地址】河南省郑州市中牟县商都路白沙洁具市场向西200米路北东润华景 居民楼
【登记】岚惜
【核实信息】舅妈和表妹已失联三天，白沙东润华景小区
【核实人-时间】believe 11：30
【信息汇总】阿粥
【汇总时间】11:55
【发博人】06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#新乡出现漫堤险情##新乡##新乡暴雨# 因为现在舆论中心还是在抢险郑州，大部分救援队还是赶往郑州，需要各位多多帮助通知一下如果可以请优先新乡，救援队请直接来新乡，郑州目前状况稳定，新乡北非常糟糕
新乡北告急！卫河决堤，牧野湖倒灌，整个新乡北部，共产主义渠和卫河沿岸，卫辉、辉县、大块、凤泉区、牧野区，目前情况非常糟糕，请大家都相互转发告知！呼吁更多外部救援力量 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助 #新乡# 🙏#新乡暴雨求助# 🙏#新乡急需皮划艇冲锋舟#

🆘 新乡已成河！ 决堤了！请外地朋友转出去！
🆘 这是新乡高铁站，还能认得出吗？太可怕了！
🆘 因为现在🐠 伦中心还是在抢险郑州，大部分救援队还是赶往郑州，需要各位多多帮助通知一下如果可以请优先新乡，救援队请直接来新乡，郑州目前状况稳定，新乡北更加糟糕 请求支援支援🙏
救救我们吧，卫河水已灌入市区了
河南新乡不是乡，这里还有好多人
新乡不是乡❗河南省新乡市！❗常驻人口580w❗
L我就是杨洋本人icon的微博视频 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 郑州巩义市大峪沟镇  郑州巩义市大峪沟镇 道路冲毁需救援🆘‼️,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#新乡暴雨求助#🆘【河南省新乡市凤泉区大块镇】事实情况: 【整个镇大概有万余人】停水停电，物资进不来，信号微弱‼️联系人：魏镇长 13839096864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#河南暴雨# 【#新乡出现漫堤险情# 新乡、鹤壁、安阳、濮阳需要高度警惕！】@中国气象爱好者 根据目前信息制作了一张豫北卫河流域的水情图，太行山区来水+平原雨水全部往卫河汇聚，导致整个卫河干流和共产主义渠都处在危险中，新乡、鹤壁、安阳以及下游的濮阳需要高度警惕！ #河南加油# #河南暴雨救援# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"整理了一些流量比较少的需救援贴❗麻烦看到的朋友帮忙转转

【两个女生生理期 低血糖❗】O网页链接
【孩子有白血病❗】 O网页链接
【父亲胳膊骨折❗】O网页链接
【多人被困 缺水缺食物❗】O网页链接
【多人被困 没有信号❗】O网页链接
【四人被困 手机关机❗】 O网页链接
【儿童福利院需要物资❗】O网页链接
【多人被困 缺水缺食物❗】O网页链接
【四位小孩被困 需要食物❗】O网页链接
【多人被困 有人快昏迷❗】O网页链接
【多人被困 有老人和小孩❗】O网页链接
【心血管医院 需要物资❗】O网页链接
【小区被淹房子倒塌 需要抽水机❗】O网页链接
【多名小孩被困❗】O网页链接
【父亲失联❗】O网页链接
【七十岁老人和七个月小孩 缺水❗】O网页链接
【多人被困有孕妇和孩子 没水没电❗】O网页链接
【多人被困 没水没电❗】O网页链接
【患有心脏病的父亲失联❗】O网页链接
【小孩失联❗】O网页链接
【多人被困 没水没电❗】O网页链接
【战士需要背心等物资❗】O网页链接
【多位老人失联 缺水缺食物❗】O网页链接
【小区被淹 没水没电信号不好❗】O网页链接
【多人被困 有小孩发烧❗】O网页链接
【同事失联❗】O网页链接
【四人被困 没水没电❗】O网页链接
【老人失联❗】O网页链接
【一岁孩子被困 缺水缺食物❗】O网页链接
【多个孩子被困 缺水缺食物❗】O网页链接
【多人被困 没水没电❗】O网页链接
【孕妇老人四岁小孩被困 没水没电需要物资❗】O网页链接
【多人被困 几位孩子发烧❗】O网页链接
【大量学生被困学校 缺水缺食物❗】O网页链接
【大量学生被困学校 缺水缺食物❗】O网页链接
【朋友失联❗】O网页链接 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"河南暴雨互助 #新乡# 🙏#新乡暴雨求助# 🙏#新乡急需皮划艇冲锋舟#

🆘 新乡已成河！ 决堤了！请外地朋友转出去！
🆘 这是新乡高铁站，还能认得出吗？太可怕了！
🆘 因为现在🐠 伦中心还是在抢险郑州，大部分救援队还是赶往郑州，需要各位多多帮助通知一下如果可以请优先新乡，救援队请直接来新乡，郑州目前状况稳定，新乡北更加糟糕 请求支援支援🙏
救救我们吧，卫河水已灌入市区了
河南新乡不是乡，这里还有好多人
新乡不是乡❗河南省新乡市！❗常驻人口580w❗
L我就是杨洋本人icon的微博视频 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#新乡急需皮划艇冲锋舟#【一定要平安！#河南新乡漫堤险情#】受强降雨影响，河南#新乡#市卫河等多条城市行洪排涝河道出现漫堤险情。从昨晚开始，卫河沿岸凤泉区、牧野区等多个县市区，连夜组织群众紧急转移。牧野区共投入近5000人参与引导转移。目前已安全转移群众近9000人，现在牧野区正在对剩下的1.9万人进行紧急转移。关注！（央视） ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"【速扩！#新乡牧野急需这些物资人员#】据大象新闻，新乡市牧野区防汛救援急需车船类、救生类、排水类等物资！#新乡牧野捐赠联系方式#和物资需求↓↓
车船类：冲锋舟及驾驶员（若干，紧急！）
救生类：救生圈、救生衣、50米水面安全绳、医疗急救包、应急式手电、沙袋、帐篷、睡袋、防潮垫、充电宝。
排水类：便携式水泵、发电机。
接受捐赠联系方式： 牧野区民政局、牧野区应急管理局、牧野区慈善协会。
联系人：靳向东 13703738227（物资接收人）
关世涛 17337375567（物资接收人）
O网页链接 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
外来援助河南的救援队，请不要再到郑州了，请直达焦作，修武，新乡，获嘉，辉县，占城镇 峪河镇 现在这边的情况更严重。这个视频是我的家乡东水寨，大堤已经决堤了，水都往我们附近的村里流，但是还是不止，水位还在涨，我们坚决支持国家，但是请帮助我的家乡，还有那里的人民。看见的帮忙转发，谢谢🙏🙏🙏 2焦作·修武县 L球球是我的好朋友的微博视频 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【紧急】鹤壁淇县良相村 11号 ，一位被困女性快支撑不住了！非常紧急！求救！,,,,,,,,,,,,,,,,,,,,,,,,,,,,
